author,message,badges,emotes
lilweeda,game minecraft,"['moderator', 'sub_gifter']",[]
anthonydiremigio,online,[],[]
khadija313,onlin,['subscriber'],[]
cutme11,oneline,['twitch_recap_2023'],[]
pie_2306,rp,[],[]
mr_pliskin___,rp,[],[]
mohamed_nacer_,lollo mi puoi consigliare qualcosa su trading e cryipto valore,[],[]
elisa6grande_,online,[],[]
grferrari,online,[],[]
lucamarcorelli,online,[],[]
sipio012,online,[],[]
pao09lo,rp,[],[]
michael_mikefn,on,[],[]
th8ma7_4,online,"['subscriber', 'premium']",[]
el_pape__,online,[],[]
aletatta21,prima,[],[]
cak_4,lollo fine serata fai reaction alla nuova canzone degli skz,[],[]
luca26norris2,oi fortnite,[],[]
shadowasp07,ma finisci la storia prima,['premium'],[]
peppapigtriste,rl,[],[]
mariolucci0,on tutta la vita,"['subscriber', 'premium']",[]
filippotur3tt4,online,[],[]
roberto12_o,storia,[],[]
its_aury88,rp,[],[]
salvo27122712,rp,[],[]
gab0998,gioca detroit become human,[],[]
fil0mz,si cucina,['premium'],[]
nanomalefico36,anche online ha la storia,['premium'],[]
calogero2024,rp,[],[]
lleone013,online,"['subscriber', 'premium']",[]
gikel12,che invidea io ora non posso magiare se no sveglio i mie e non mi fanno più vedere le tue live,[],[]
scol_aaaaaaaa,online,[],[]
gioiacomp,come stai,[],[]
abald_guy010,lollo mi sono fatto la stempia come te mi dai un bacino sulla pelata a distanza,[],[]
i_gala_,rp,[],[]
rsdxxlol,online,[],[]
r0mano104,online,[],[]
pizzapastabs,non lo so non ci ho mai giocato,[],[]
theyluv_giada,rp,[],[]
cange409,che mi sono perso,"['subscriber', 'premium']",[]
alevillex,online,['subscriber'],[]
tr4s3_,online,[],[]
deka_cartier,rp,[],[]
ryanbolo,online,[],[]
giovax1405,giochii che devo andare a dormire tra un po non ti sto insultando io ti adoro,['no_audio'],[]
omoale09,rp,[],[]
gdzetatv,rp,['no_video'],[]
lolloleytum,oline,[],[]
itsmarylacustre,rp,"['subscriber', 'twitch_recap_2024']",[]
itzsimeutum_lacustre17,bono,[],[]
ellyh__,mi sono persa gta,['no_video'],[]
diabolik63,online,['subscriber'],[]
eh_tonelli,te non vuoi vedere lonline,[],[]
acid_pancake12,lollo ti ho dato i fazzoletti alla corte lombarda,"['subscriber', 'premium']",[]
giulagattu,rp,"['subscriber', 'premium']",[]
v1p3rxj,rp,['no_video'],[]
sandokan_6917,online secondo me,[],[]
franci1907,online,['premium'],[]
nonloso_lacustre,per me rp,"['subscriber', 'premium']",[]
haiter_7,do,['gone_bananas'],[]
dragopiccolo,online,"['subscriber', 'share_the_love']",[]
adosindeutum_lacustre17,facci asmr,[],[]
llpietroolly,dipende cosa ti piace di più,['subscriber'],[]
mariolaoo,do,['subscriber'],[]
ilfrigomagico089,online,[],[]
,rp,[],[]
ciac12,bella lollo te vojo bene,[],[]
manuthebest__,online,['subscriber'],[]
la_fan_di_lmlm,lollone,[],[]
mati_ii10,rp pi,['premium'],[]
llmatte_eutum17,online,[],[]
pietro071312,ciao yt,[],[]
cianfex10,lollo non salva,['no_video'],[]
gabricol64,online,[],[]
jasser_ouej,ciao youtube,[],[]
lorenz06_twitch,rp,[],[]
sebastianucciooooo,lollo se vai online ti faccio fare i miliardi perché ho il mod menu,['share_the_love'],[]
khadija313,mi dispiace solo per anto che dovrà editare il video,['subscriber'],[]
samuelino2014,tu eri offline,[],[]
fazelacustre,online,"['subscriber', 'premium']",[]
jaco2024,lollo oggi è morto il mio pesce rosso che avevo da anni potresti farli una dedica pls,[],[]
llilaria_lacustreg3,cheer,['subscriber'],[]
iamgi0rgi4_,io non gioco mai allonline ma mi diverto comunque,"['subscriber', 'premium']",[]
zacco3005,io awmo online,[],[]
wernimus12,online,[],[]
riccardoone100,rp,['bits'],[]
tommino1038,lollo porta red dead redemption,[],[]
t_h_o_m_a_s09,nel online cè anche il casinò,['subscriber'],[]
saviozoro10,che significa rp,"['subscriber', 'bits']",[]
sassodeiboschi,rp,[],[]
sareutum__23,troppo carina sta live lollo,['premium'],[]
lamaincalore20,prova red dead redemption,[],[]
ilsuper_13_,rp tutta la vita,[],[]
vincenzocalabriese,che mangi,[],[]
alessio1122112,rp,[],[]
fedediocamba,rp,[],[]
lombrico004,we,[],[]
nenna104,oine hai tutto sbloccato,[],[]
gabrielfwz,rp,"['subscriber', 'premium']",[]
fra3322il,fai le rapine online,[],[]
elpazzo_chill,sondaggio,"['subscriber', 'bits']",[]
basso_alto,sieieieieeieie,"['subscriber', 'premium']",[]
aleksandramicevska,rap,['subscriber'],[]
bottone666,mappa horor,[],[]
odioicliker_694,porti the last of us dopo gta,[],[]
samuelemdc,etti a sinistra,[],[]
sarachella,ciao youtube,[],[]
komallllacustre,mettiti grande e mangia tranquillo,['subscriber'],[]
barbabietola696,rp,[],[]
axi________,sposti la cam o la lasci lì,['subscriber'],[]
helyferh,lollo per favore devo fare una domanda,[],[]
fm83suoergoalkeppere1,ciao yt,[],[]
m4r1c4_,online tutta la vita,[],[]
lollo_fiore1234,metro e di cappella,[],[]
stocazzx,online tutta la vita,[],[]
forzabenevento_xiurdane,bro la storia è obbligatoria da fare,[],[]
a30n_aron_bigo,online,['subscriber'],[]
sgombro_bio,porta war thunder,[],[]
raulrot0,lollo su gta prima di gta crazy,[],[]
andre_4543,lollo potresti portare the last of us,[],[]
bb2birth,fai meet and greet sto weekend,['subscriber'],[]
lomafi2012,online fai le rapine ogni giorno,[],[]
fazelacustre,online tutta la vita,"['subscriber', 'premium']",[]
fuocogiovane,casa mitra,[],[]
roccof_522,ciao lollo domani esame di terza media,[],[]
gabryyyyiii,proverai the last of us,[],[]
tenentegambero1,minecraftjava edition,[],[]
danny680,buonanotte cuccioli,[],[]
lauraamartino,venerdì guidavi come oggi,"['subscriber', 'premium']",[]
davilacustre37,fabio non puoi scrivere la n word in chat,"['subscriber', 'premium']",[]
ciccio87089rl,online,['bits'],[]
mzdiamatino,online da più persone magari persone per fare i colpi al casino sennò da solo è un po noioso,[],[]
mestru_,lollo ma la survival chill su yt con che frequenza esce,[],[]
lorenzolazzaroni,cosa ne pensi del lago diseo,[],[]
albyaaa,ciao lollo ma avete inziato adesso,['premium'],[]
tommy_975,rp,[],[]
theblackduk,rp perché nell online ti uccidono istant,['destiny_2_final_shape_raid_race'],[]
gbxgibex,rp,[],[]
mrlad_22a,tacc,['premium'],[]
basso_alto,mondo chill,"['subscriber', 'premium']",[]
superaless135,io nella mia vita ho giocato solo rp,[],[]
saraah_metaa,lollo gioca a fortine,[],[]
lavaccasaturnosaturnita11,lollo lunedì ho lorale augurami buona fortuna,['subscriber'],[]
aurex_19,la prossima volta vai al monte chiliad,[],[]
thisemmaa,il ho la tesina e andrò li con santini su per il retto,"['subscriber', 'premium']",[]
ryze7005,online,"['subscriber', 'premium']",[]
superproune01,riporti schedule,[],[]
nicolas_brambini,lollo chat di tik tok,[],[]
keroberza,che si fa su mincraft oggi lollo,[],[]
aleksandramicevska,rp,['subscriber'],[]
fazelacustre,rp xringe,"['subscriber', 'premium']",[]
paolo27_27,title,[],[]
amoikiwifrancy57,lollo mentre guardo la tua live ti sto facendo un disegno,"['subscriber', 'premium']",[]
matt007012,lollo,[],[]
cak_4,lollo fine serata fai reaction alla nuova canzone degli skz,[],[]
erpope1_,online tutta la vita,[],[]
giova_famu_010,giochi su hipixel,[],[]
walterone_987,we lolo,"['subscriber', 'sub_gifter']",[]
sim223,é un po tossico rp ma decisamente meglio,['twitch_recap_2024'],[]
giorgia60,giorgia subscribed at tier,"['subscriber', 'premium']",[]
giovax1405,mi fa fame ora,['no_audio'],[]
nicolesenzaee,nicolesenzaee subscribed with theyve subscribed for months,"['subscriber', 'premium']",[]
fazelacustre,rp cringe,"['subscriber', 'premium']",[]
llpietroolly,le gare,['subscriber'],[]
skibidisigmadux11,prova red dead redemption pls,[],[]
itzsimeutum_lacustre17,è bono,[],[]
thejo1019,ciao yt,[],[]
daniele__c,ciao lollo,"['subscriber', 'no_audio']",[]
lleone013,rp è meglio,"['subscriber', 'premium']",[]
ppjetro,no,[],[]
t_h_o_m_a_s09,nellonline cè anche il casinò,['subscriber'],[]
scol_aaaaaaaa,no,[],[]
rebb29,lollo io ho appena fatto il bagno in piscina,['subscriber'],[]
coolingpanda180,buono mi fa piacere almeno tu ti stai già godendo lestate,['share_the_love'],[]
lamaincalore20,prova red dead redemption,[],[]
lollo_lacustre23,ciao lollo,[],[]
luca26norris2,se porti fortnite di dono euro,[],[]
jasser_ouej,ciao youtubeciao youtube,[],[]
sassodeiboschi,lollone ciolone,[],[]
lombrico004,ei,[],[]
il_papa_chillino,lollo sabato ho una regata,[],[]
cianfex10,lollo non salva automaticamente,['no_video'],[]
carmen123456789098,yociao,[],[]
bottone666,horrorr,[],[]
il_god_del_twirling,la fame chimica,['glhf_pledge'],[]
ttmvincenzo,fai il colpì al casino con gta online,[],[]
fazelacustre,sul online puoi anche rapinare il casino,"['subscriber', 'premium']",[]
alessio1122112,e gratis poi,[],[]
tia_20024,l rp è insane,[],[]
zacco3005,io amo online che hai le rapine stra fighe,[],[]
urru_180s,ciao youtube,[],[]
cutme11,cè la sessione chiusa,['twitch_recap_2023'],[]
basso_alto,ciao yt,"['subscriber', 'premium']",[]
antox2013,mi mandi un bacio,[],[]
raulrot0,lollo che va su gta prima di gta crazy,[],[]
mati_ii10,rp puoi parlare con gli altri ma online ci sono le sfide tra giocatorii,['premium'],[]
alex_faze13,ciao yt,[],[]
aizen_sosuke999,lollo come va con lallenamento,[],[]
fra3322il,fai le rapine su quello online,[],[]
biondino12,ciao yt,[],[]
francynardy,lollo porterai mai rdr,[],[]
jessica_dislessicustre,ma penso di si,"['subscriber', 'bits']",[]
attymatteo,ma lonline manco fai un passo e uno ti ammazza,['premium'],[]
05_giulia_10,buon appetito ahaha,[],[]
ciac12,bella lollo te vojo bene,[],[]
banmancio,lfpd è bellissima,[],[]
sofy_2013_,si si secondo me meglio online ma anche rp lo devo provare,['premium'],[]
gabryyyyiii,ora manca the last of us,[],[]
basso_alto,maamamamma,"['subscriber', 'premium']",[]
bb2birth,fai meet and greet sto weekend,['subscriber'],[]
chad34_6,lollo pusherai le k su brawl,['no_audio'],[]
mattyxxvi_,lollo per farti capire quanto sono inutili le scuole italiane io in pratica sono bravo a scuola e vado in secondo superiore in scienze ho la media dell e in pagella mi ha messo il mio amico ha la media del e gli ha messo sta roba è crazy,[],[]
gabryx_2013oo,ciao yt,[],[]
joelito_pazzerello,lollo ma quanto sei buono e stempiato,['bits'],[]
cristi846,ciao,[],[]
peppapigtriste,lollo devi fare impero,[],[]
colleons2010,ciao lollo,[],[]
albyaaa,ciao lollo ma avete iniziato adesso,['premium'],[]
odioicliker_694,dopo gta porti the last of us,[],[]
coolingpanda180,nono,['share_the_love'],[]
stxr_mxg1c,no,[],[]
giovax1405,hahahah,['no_audio'],[]
lu_piccion,no help,[],[]
wernimus12,puoi fare il server privato,[],[]
pizzapastabs,eccomi,[],[]
lollo_fiore1234,pollo hai aggiornato a ios,[],[]
jessica_dislessicustre,ao,"['subscriber', 'bits']",[]
blackshadowsedi,no,[],[]
cak_4,lollo fine serata fai reaction alla nuova canzone degli skz,[],[]
sarachella,ti piace il tè alla pesca,[],[]
justleo007,no,[],[]
ciccio87089rl,puoi fare la sessione privata,['bits'],[]
sha_x777,no,[],[]
basso_alto,mondo chill o horror,"['subscriber', 'premium']",[]
iosonosara_22,lollo giochi con niky,[],[]
lorenzolazzaroni,no,[],[]
cyberpwnked,boh,"['subscriber', 'bits']",[]
ilibridi_iris,ora vomito ci hai girati troppo,['subscriber'],[]
llgiuggiulia69,che mangi tato,[],[]
llpietroolly,bella,['subscriber'],[]
ilferrante11,buono il riso,[],[]
danny680,buonanotte cuccioli,[],[]
tommino1038,porta red dead redemption,[],[]
giova_famu_010,giochi ad hipixel,[],[]
matty_paso,buonasera lolloo,[],[]
sassodeiboschi,no,[],[]
matti_lo_chef,ciao yt,[],[]
alessio1122112,poi e gratis fivem rp,[],[]
fazelacustre,sul online è difficile iniziare ma dopo è bellissimo,"['subscriber', 'premium']",[]
bottone666,no,[],[]
omoale09,online è bello se giochi con qualcun altro e ti fai la fabbrica di coca cola,[],[]
youtmt,cia pollo,[],[]
micheledip14,io,[],[]
franci1907,ma non ti killanostai attento agli oppressor,['premium'],[]
superproune01,riporti schedule,[],[]
carmen123456789098,che mi sono persa,[],[]
matt007012,lollo,[],[]
,ma poi in rp ci sono i trucchi cè la mod regista ecc,[],[]
francynardy,lollo porterai mai rdr,[],[]
andreoski227,a che ora finisce la live,[],[]
bola2317,lollolacustre clips ha fatto il face reveal,[],[]
ginnypentola,come va,[],[]
luca26norris2,se porti fortnite ti dono euro,[],[]
t_h_o_m_a_s09,in gta online cè anche il casinò,['subscriber'],[]
xx_eric_009,lollo quando torni a rollare la gente su tik tok,[],[]
stecca513,ciao yt,[],[]
lolloleytum,viva la ciola lollo,[],[]
chad34_6,survival chill,['no_audio'],[]
itzsimeutum_lacustre17,buono,[],[]
samuelemdc,sybau,[],[]
ashiadacucina,sullonline puoi fare la storia del personaggio creato da te quindi è molto meglio,[],[]
lauraamartino,lollo ti manco,"['subscriber', 'premium']",[]
keroberza,lollo mi hai fatto venire fame basta,[],[]
lamaincalore20,prova red dead redemption,[],[]
faze_gxalin25,lollo porterai mai the last of us,[],[]
joelito_pazzerello,lollo ma quanto sei bono e stempiato,['bits'],[]
ttmvincenzo,fai il colpì al casino con gta online,[],[]
abald_guy010,lollo devi riportare impero austrungarico,[],[]
lauraamartino,o no,"['subscriber', 'premium']",[]
flams_lacustre,godo cè la chill sborro troppo,['premium'],[]
gabryyyyiii,real ho iniziato il oggi,[],[]
mattiapisti,lollo quando giochi a brawl,[],[]
gikel12,ora salutiamo yt,[],[]
saraah_metaa,lollo porti fortnite,[],[]
vincenzocalabriese,no,[],[]
patatonaona,lollo un po di musica chill,[],[]
sareutum__23,ciao youtube,['premium'],['<3']
bart_____________99,ciao ytb,[],[]
albyaaa,cosa fai oggi,['premium'],[]
matteoo691,good as fuck,['gone_bananas'],[]
wolf_1109,ti puoi fare una sessione privata su gta online così sei da solo e inviti chi vuoi,[],[]
cak_4,lollo fine serata fai reaction alla nuova canzone degli skz,[],[]
basso_alto,okk,"['subscriber', 'premium']",[]
khadija313,mi dispiace solo per anto che dovrà editare il video,['subscriber'],[]
gbamy00,la telecamera e troppo alta,"['subscriber', 'hype_train']",[]
cange409,cosa mi sono perso lollo,"['subscriber', 'premium']",[]
dragopiccolo,ahahahah grazie in realtà abbastanza perché i miei amici non ci sono e non ho nessuno con cui uscire,"['subscriber', 'share_the_love']",[]
giorgia__10,notte lollone,[],['<3']
snaketugh,less go,['bits'],[]
mattyxxvi_,lollo cosa significa sybau,[],[]
lacartix_,ciao yt,[],[]
jessica_dislessicustre,vero il castello,"['subscriber', 'bits']",[]
sere_lacheflacustrina,slay,[],[]
fra_mistirio_619,framistirio subscribed with theyve subscribed for months ciao lollo oggi ho fatto il bagno nel lago maggiore il lago più bello di italia,"['subscriber', 'bits']",[]
ciccio87089rl,cheer lollo puoi fare online,['bits'],[]
05_giulia_10,ci sta,[],[]
basso_alto,al,"['subscriber', 'premium']",[]
giova_famu_010,giochi a hipixel,[],[]
eqwaak2013,che si fa oggi,['subscriber'],[]
bb2birth,fai meet and greet sto weekend,['subscriber'],[]
caputsyrup,il castello,[],[]
marriongiulia,ciao caro ti voglio fare una dedica puoi andare ad ascoltare la vittima dei fuckyourclique e andare al minuto,"['subscriber', 'clips_leader']",[]
coolingpanda180,castellozzo,['share_the_love'],[]
gbamy00,lollo la cam e troppo alta,"['subscriber', 'hype_train']",[]
andreoski227,quando finisci la live,[],[]
francynardy,lollo porterai mai rdr,[],[]
mestru_,su yt ogni quanto esce la survival chill,[],[]
luca26norris2,se porti fortnite ti dono euro,[],[]
biasobest,lollo come stai oggi nella chill cosa si fa,[],[]
bottone666,caster,[],[]
alli_gatore20090,lollo ma il tuo frutto preferito destate,[],[]
patatino2015,tvb lollino,[],[]
asia_trio,ciao yt,[],[]
chr1x67_yt,ciao yt,[],[]
carlo_indi,ciao youtube,[],[]
sqeakilcapo1310,ciao yt,[],[]
bola2317,sconti,[],[]
tommino1038,lollo red dead redemption lo porterai,[],['lolloIdratati']
lorisois,devi salvare nobile destriero,['no_audio'],[]
manuelio257,lollo mi saluti,[],[]
mrtorreto12,ciao yt,[],[]
justleo007,lollo finito il raffreddore,[],[]
itzsimeutum_lacustre17,è buono,[],[]
ginnypentola,secondo a lollo piace la ciò la dei coreani,[],[]
tommyilb,ciao youtube,[],[]
carmen123456789098,che mi sono persa,[],[]
ragnarok_o_,io dormo ora notte lollo,[],[]
er_lacustre,alza,[],[]
dragopiccolo,alta,"['subscriber', 'share_the_love']",[]
gikel12,bassa ù,[],[]
jessica_dislessicustre,no no va bene così,"['subscriber', 'bits']",[]
chri_trav,ci sta,[],[]
xx_eric_009,lollo quando torni a rollare la gente su tik tok,[],[]
lama_guccii,ci sta,[],[]
pizzapastabs,no va bene,[],[]
sakottina,ci sta,"['subscriber', 'twitch_recap_2023']",[]
matildesonoio_,ci sta,[],[]
giovax1405,così va bene,['no_audio'],[]
wolf_1109,ti puoi fare una sessione privata su gta online così sei da solo e inviti chi vuoi,[],[]
uovopreferitolollo02,vido afk,[],[]
komallllacustre,va bene,['subscriber'],[]
chad34_6,ciao yt,['no_audio'],[]
iosonosara_22,lollo giochi con niky,[],[]
la_figlia_di_dose_e_jas,va bene,[],[]
ladyscorpio00,il castello di disincanto,['subscriber'],[]
cak_4,lollo fine serata fai reaction alla nuova canzone degli skz,[],[]
sareutum__23,ci sta,['premium'],[]
its_jess_17,lollo oggi ho ascoltato tutta la playlist del crepuscolo blu,[],[]
stxr_mxg1c,un po alta,[],[]
marriongiulia,ciao caro ti voglio fare una dedica puoi andare ad ascoltare la vittima dei fuckyourclique e andare al minuto,"['subscriber', 'clips_leader']",[]
ghostgirl_g59,nonono va bene,['subscriber'],[]
giuliacondorelli,alza,[],[]
lorenz06_twitch,lollo ma veramente hai fatto delle canzoni,[],[]
dragopiccolo,parla,"['subscriber', 'share_the_love']",[]
blackshadowsedi,è bassa forse,[],[]
xdavide11x,lollo la mia live va in ritardo di secondi,[],[]
ivan_piri88,prova microsoft flight simulator,[],[]
superproune01,riporterai schedule,[],[]
ilarrja,lascia cosi,"['moderator', 'share_the_love']",[]
matti_lo_chef,bassa,[],[]
saikebon098,bene,[],[]
giorgyx12,perfect,[],[]
jaco2024,lollo oggi è morto il mio pesce rosso che avevo da anni potresti farli una dedica pls,[],[]
davidezacca2010lacustre,va bene,['no_audio'],[]
khadija313,mi dispiace solo per anto che dovrà editare il video,['subscriber'],[]
ttmvincenzo,fai il colpì al casino con gta online,[],[]
sassodeiboschi,il ri so buono,[],[]
basso_alto,un po bassa,"['subscriber', 'premium']",[]
franci1ne,alta,['subscriber'],[]
ll_melieutum,ciao lollo,[],[]
elenasboringhuh,ci sta,"['subscriber', 'premium']",[]
mariaa880,no ca bene,['subscriber'],[]
matthew_120672,nobile destriero,['subscriber'],[]
gabricol64,perfetta,[],[]
dragopiccolo,parla un sec,"['subscriber', 'share_the_love']",[]
sha_x777,va bene,[],[]
sofy_2013_,yess si sente ma vabene,['premium'],[]
culettoculettooo,no,[],[]
keroberza,perfetta,[],[]
axi________,ci sta,['subscriber'],[]
mariaa880,va benee,['subscriber'],[]
ilduro_lacustre,va bene,[],[]
lcludo,perfetta,[],[]
tommix_ita,alza,['minecraft_15th_anniversary_celebration'],[]
ryze7005,non si sente fra un po,"['subscriber', 'premium']",[]
beafennix,ciao youtube,[],[]
joelito_pazzerello,lollo ma quanto sei bono e stempiato,['bits'],[]
asiettina_qlff,va benee,[],[]
isiyx_111,perfetta,[],[]
cristi846,alta,[],[]
cange409,porta the mortuary assistant,"['subscriber', 'premium']",[]
fedric88484747373727272,puzi,[],[]
mattylive10469,ci sta,[],[]
ghostgirl_g59,è perfetta così,['subscriber'],[]
albyaaa,ma oggi cosa facciamo scusa per il disturbo,['premium'],[]
lolloleytum,viva la ciola lollo,[],[]
iamgi0rgi4_,lollo ti lascio che purtroppo devo studiare per la maturità,"['subscriber', 'premium']",[]
luca26norris2,se porti fortnite ti dono euro solo se lo fai,[],[]
thejo1019,ciao yt,[],[]
saviozoro10,se mi addormento buonanotte a tutti,"['subscriber', 'bits']",[]
sonoobianca,sonoobianca subscribed with theyve subscribed for months,['premium'],[]
dragopiccolo,si ci sta,"['subscriber', 'share_the_love']",[]
sebastianucciooooo,già lo a fatto fortinite,['share_the_love'],[]
ilfrigomagico089,ciao,[],[]
chiara_lacustre,ci sta,[],[]
peppox2013,lollo un giorno porti le bedwars di coralmc,[],[]
cricetorichi4,fai video youtobe,[],[]
eqwaak2013,ci sta,['subscriber'],[]
its_aury88,viva la fes,[],[]
angy_seanights,forse leggermente più alta del solito,['share_the_love'],[]
antox2013,mi mandi un bacio,[],[]
basso_alto,ciola,"['subscriber', 'premium']",[]
leopannacotta,ci sta,[],[]
zitt_scem_46,bro cosi mi addormento sei chillissimo,[],[]
alli_gatore20090,il tuo frutto preferito in estate,[],[]
charlie_lacustre,ciao yt,[],[]
franci1907,quando reacti al video di rax,['premium'],[]
ema3637ll,lollo mi saluti,[],[]
tommino1038,raga chiedete a lollo se porterà red dead redemption,[],[]
giova_famu_010,giochi a hipixel,[],[]
matthew_120672,nobile destriero,['subscriber'],[]
vincenzocalabriese,mi sono perso la scorsa live cosa avete fatto col megaprogetto,[],[]
patatino2015,ci sta così va bene,[],[]
filippovid,ciao,[],[]
caaaaarla13,perfetta,[],[]
ucciass_,è perfetta,['subscriber'],[]
porceddu420,yo starrtt,"['subscriber', 'no_video']",[]
bb2birth,fai meet and greet sto weekend,['subscriber'],[]
dragopiccolo,bro hell nah,"['subscriber', 'share_the_love']",[]
user35778892929,ciao lollo,[],[]
mrtorreto12,lollo nobile destriero,[],[]
jacooooopooo,cheer cheer cheer lollo consigli per la survival,['no_video'],[]
saraah_metaa,lollo siamo in estate come fai ad avere il raffreddore,[],[]
giobanana87,playlist crepuscolo blu,[],[]
itzsimeutum_lacustre17,puoi salvare nobile destriero,[],[]
sareutum__23,lollo grazie della live,['premium'],['<3']
lorisois,lollo nobile destriero o,['no_audio'],[]
cak_4,lollo fine serata fai reaction alla nuova canzone degli skz,[],[]
porceddu420,ciao yt,"['subscriber', 'no_video']",[]
aleksandramicevska,bro chill che è perfetta,['subscriber'],[]
jasser_ouej,ma probabilmente lo conoscie già ma che bello se lo portasse,[],[]
adamboutrane56,quando esce su yt,[],[]
mattyxxvi_,lollo cosa significa sybau,[],[]
blebo_official,no daii continua gta,[],[]
matteotti123matt,lollo hai mai giocato a fortnite,[],[]
pesce_rossooo,ciao lollo,[],[]
elenatrianni,lollo mi dai dei consigli su come giocare una vanilla al meglioo,[],[]
sarachella,lollo quando la farai una nuova survaivol chill,[],[]
attilajr4,ciao,[],[]
gabryyyyiii,quando the last of us,[],[]
aurora_200,ciao,[],[]
giorgiarodi21,lollo,[],[]
superproune01,lollo porterai mai schedule,[],[]
xx_eric_009,lollo quando torni a rollare la gente su tik tok,[],[]
keroberza,pero cosi mi addormento,[],[]
dragopiccolo,yo,"['subscriber', 'share_the_love']",[]
matthew_120672,nobile destrierpoo,['subscriber'],[]
basso_alto,fuffi,"['subscriber', 'premium']",[]
ciaiiou,lollo conosci inn tale,[],[]
silvy_sasuke,smr,[],[]
sandokan_6917,lollo però bello che entravi nello strip clubhahaahahahaahahah,[],[]
lolloleytum,viva la ciola lollo,[],[]
jwjwjwjedueue,ciaoo,[],[]
chris382b,survival chill,[],[]
giovax1405,siamo in pochi secondo me,['no_audio'],[]
the_bossd212,si gode,[],[]
peppox2013,nobile destriero,[],[]
enriquesiuuumm,lollo mi dai buona fortuna perché domani ho lesame orale,[],[]
bizzy_711,ciao,[],[]
basso_alto,ciao ytt,"['subscriber', 'premium']",[]
ale_fiesoli08,notte lollo,[],[]
a30n_aron_bigo,nella parte dietro la città cè tutto un altro mondo un paesino nel deserto,['subscriber'],[]
lorenzostigliano,quando vieni al sud,[],[]
lomafi2012,lollo su gta esistono i trucchi ti fanno apparire tutte le armi,[],[]
mestru_,ciao me che guarderà il video su yt,[],[]
porceddu420,startt,"['subscriber', 'no_video']",[]
luca26norris2,quindi fornite,[],[]
gbamy00,lollo cosa significa sybau,"['subscriber', 'hype_train']",[]
kimgbbyraul,ciao lolli,[],[]
iosonosara_22,lollo giochi con niky,[],[]
gio_turbatospn3,ciao lollo,[],[]
giuliavallefuoco,lollo mi saluti,[],[]
chr1x67_yt,lollo vai a trvare kafka,[],[]
david_gamerzx,hii lollo,[],[]
matynero35,lollo vado a dormire notte,['subscriber'],[]
khadija313,mi dispiace solo per anto che dovrà editare il video,['subscriber'],[]
basso_alto,yt,"['subscriber', 'premium']",[]
guies0102,quando riporterai già,[],[]
matti_lo_chef,quando verrai a firenze,[],[]
justleo007,porti fortnite,[],[]
matildinaasss,i bts sono tornati dal militare,['subscriber'],[]
therealsupers02,eccoci,[],[]
bb2birth,ma dai lunico weekend che salgo a milano ahahahap,['subscriber'],[]
ryomensukuna12367,lollo vado a letto domani ho lesame notte bro,[],[]
filippovid,fai una vanilla con leutum e nico,[],[]
albyaaa,ci saranno altri comix,['premium'],[]
dragopiccolo,night shift,"['subscriber', 'share_the_love']",[]
isiyx_111,lollo ti prego vieni a verona,[],[]
xdavide11x,lollo quante volte ascolti whisky il ragnetto,[],[]
alessandromontante012,ciaoo lollo io vado che devo rankare un po su brawl,[],[]
ghufbk,ma niky,[],[]
rickypiredda2014,ciao lollo io devo andare a letto notte,[],[]
bottone666,io mi addormento con la musica chil,[],[]
matthew_120672,nobile destriero,['subscriber'],[]
chiara_lacustre,ti prego vieni a cagliari,[],[]
polpettaalsugo_007,ciao youtubo,[],[]
basso_alto,ciao ty,"['subscriber', 'premium']",[]
lorisois,lollo nobile destriero,['no_audio'],[]
ll_melieutum,buonanotte lollo,[],[]
fede2013_lacustre,forse posso stare tutta la live se non mi addormento,[],[]
komallllacustre,troppo lunga,['subscriber'],[]
lorenz06_twitch,lollo nel mio paese verrà cicciogamer,[],[]
basso_alto,ciao yt,"['subscriber', 'premium']",[]
xx_eric_009,lollo quando torni a rollare la gente su tik tok,[],[]
asiaiosono,ciao lollo e ytt,['bits'],[]
giova_famu_010,prossima live su gta,[],[]
ayoitsscece,maledetti gli esami non posso venire a bergamo,"['subscriber', 'bits']",[]
basso_alto,ciaoyt,"['subscriber', 'premium']",[]
sebastianucciooooo,già lo a portato,['share_the_love'],[]
stxr_mxg1c,lollo nobile destriero,[],[]
forzabenevento_xiurdane,ciao yt,[],[]
saraah_metaa,lollo reagisci alle canzoni neomelodiche dei bambini napoletani,[],[]
irene_7647,non vedo lora di rilassarmi a letto con te che crafti,"['subscriber', 'twitch_recap_2024']",[]
sonia_hill08,swag,['subscriber'],[]
basso_alto,ciaoyt,"['subscriber', 'premium']",[]
chad34_6,ciao yt,['no_audio'],[]
sono_io_cioa,ciao,[],[]
tr4s3_,lollo che nee pensi dei bambini di nome daniele raffaele fabrizio o francesco daniele onofrio mario jasmin,[],[]
lilweeda,ce la faremo,"['moderator', 'sub_gifter']",[]
giuliacondorelli,ciao yt,[],[]
urru_180s,ciao youtube,[],[]
sqeakilcapo1310,ciao yt,[],[]
elisa6grande_,lollo mi hai salvato la vita,[],[]
sofy_2013_,ciaoo youtube,['premium'],[]
omoale09,ciao yt,[],[]
basso_alto,ciao yt,"['subscriber', 'premium']",[]
asiettina_qlff,ciao yt,[],[]
sonoobianca,bs,['premium'],[]
dragopiccolo,ci sta,"['subscriber', 'share_the_love']",[]
micheledip14,la figa,[],[]
